date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2006-01-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,247.76,0.1362
2006-02-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,296.59,0.1639
2006-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,347.23,0.1918
2006-02-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,253.19,0.1399
2006-03-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,296.68,0.1632
2006-03-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1133.91,0.6237
2006-04-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,291.77,0.1595
2006-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,393.8,0.2153
2006-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1074.0,0.5873
2006-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,315.04,0.1723
2006-05-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,291.77,0.163
2006-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,429.6,0.24
2006-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1292.38,0.722
2006-05-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,347.26,0.194
2006-06-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,366.35,0.2047
2006-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,395.99,0.2212
2006-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1258.17,0.7029
2006-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,358.0,0.2
2006-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,300.63,0.1617
2006-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1109.58,0.5968
2006-08-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,312.28,0.1711
2006-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,216.57,0.1187
2006-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1098.45,0.6019
2006-09-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,255.54,0.14
2006-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1134.14,0.6214
2006-10-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,265.75,0.1443
2006-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,271.91,0.1477
2006-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1140.96,0.6197
2006-11-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,280.55,0.155
2006-12-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,290.24,0.1631
2006-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,337.11,0.1894
2006-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1244.98,0.6994
2006-12-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,349.73,0.1965
2007-01-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,281.57,0.1623
2007-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,259.06,0.1485
2007-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1229.14,0.7044
2007-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,241.13,0.1388
2007-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1154.92,0.665
2007-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,249.62,0.1481
2007-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1140.15,0.6766
2007-06-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,301.12,0.1825
2007-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,222.75,0.135
2007-07-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,348.62,0.2146
2007-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,228.78,0.1408
2007-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,824.04,0.489
2007-09-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,314.24,0.1777
2007-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,851.94,0.4817
2007-10-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,331.47,0.1922
2007-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,208.5,0.1209
2007-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,980.43,0.5684
2007-11-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,359.61,0.2134
2007-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,254.69,0.1512
2007-12-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,376.43,0.219
2007-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1055.7,0.6143
2008-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1150.65,0.6849
2008-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,996.01,0.5929
2008-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,289.62,0.1688
2008-03-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,483.23,0.2855
2008-03-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,343.0,0.2026
2008-03-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1121.69,0.6626
2008-03-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1075.24,0.6352
2008-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,404.27,0.2421
2008-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1407.28,0.8427
2008-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1201.13,0.7192
2008-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1550.1,0.9338
2008-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1415.31,0.8716
2008-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1146.21,0.7059
2008-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,401.51,0.2473
2008-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Wholesale,UGX,957.94,0.5899
2008-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,700.0,0.4321
2008-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,560.67,0.3461
2008-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1541.3,0.9514
2008-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1054.29,0.6508
2008-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,266.25,0.1644
2008-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,206.25,0.1273
2008-07-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,556.16,0.3433
2008-07-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1112.32,0.6866
2008-08-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,504.55,0.3123
2008-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,715.38,0.4428
2008-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,576.15,0.3566
2008-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,415.88,0.2574
2008-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1217.66,0.7537
2008-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,310.0,0.1919
2008-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,266.15,0.1647
2008-08-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1057.79,0.6548
2008-09-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,580.84,0.3597
2008-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,744.44,0.461
2008-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,596.67,0.3695
2008-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,494.57,0.3062
2008-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1749.65,1.0834
2008-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1358.81,0.8414
2008-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,351.11,0.2174
2008-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,308.89,0.1913
2008-10-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,723.92,0.4233
2008-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,553.0,0.3234
2008-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,604.89,0.3537
2008-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1174.88,0.6871
2008-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,425.0,0.2485
2008-11-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,755.11,0.3918
2008-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,787.5,0.4086
2008-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,642.79,0.3335
2008-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1505.25,0.781
2008-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1408.33,0.7307
2008-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,948.89,0.4923
2008-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,385.45,0.2
2008-12-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,733.12,0.3731
2008-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,605.78,0.3083
2008-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1342.35,0.6831
2008-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1400.0,0.7125
2008-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,412.5,0.2099
2008-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,370.63,0.1886
2009-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,776.92,0.3916
2009-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,646.92,0.3261
2009-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,503.45,0.2537
2009-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1406.92,0.7091
2009-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1500.0,0.756
2009-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,395.0,0.1991
2009-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,346.15,0.1745
2009-01-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Wholesale,UGX,725.9,0.3659
2009-02-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,437.46,0.2211
2009-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,800.0,0.4043
2009-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1105.84,0.5588
2009-03-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,799.52,0.3906
2009-03-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,800.0,0.3908
2009-03-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,606.92,0.2965
2009-03-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1476.11,0.7211
2009-03-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,619.23,0.3025
2009-03-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,535.0,0.2614
2009-03-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,535.02,0.2614
2009-04-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,1005.89,0.479
2009-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,800.91,0.3814
2009-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1623.73,0.7732
2009-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1454.55,0.6926
2009-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,466.36,0.2221
2009-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,894.44,0.4094
2009-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,715.92,0.3277
2009-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1757.69,0.8044
2009-06-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,918.24,0.4281
2009-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1130.77,0.5272
2009-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1701.72,0.7933
2009-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1584.62,0.7388
2009-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1148.86,0.5356
2009-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,361.92,0.1687
2009-07-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,840.63,0.3947
2009-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1100.0,0.5164
2009-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1538.46,0.7223
2009-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,561.92,0.2638
2009-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,890.71,0.4281
2009-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1634.1,0.7853
2009-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1807.14,0.8685
2009-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1160.14,0.5575
2009-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,440.0,0.2115
2009-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,385.71,0.1854
2009-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1076.92,0.5523
2009-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,873.08,0.4477
2009-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,2069.23,1.0611
2009-09-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,539.64,0.2767
2009-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,833.08,0.4339
2009-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1753.85,0.9135
2009-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1387.71,0.7228
2009-10-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,656.92,0.3421
2009-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,796.36,0.4242
2009-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1527.27,0.8136
2009-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1392.9,0.742
2009-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,690.91,0.368
2009-11-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,574.55,0.3061
2009-12-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,769.57,0.4064
2009-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,822.5,0.4343
2009-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1757.19,0.9279
2009-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1400.0,0.7393
2009-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,745.83,0.3938
2009-12-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,647.08,0.3417
2009-12-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1218.95,0.6437
2010-01-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2625.0,1.3566
2010-01-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1450.0,0.7494
2010-01-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1037.5,0.5362
2010-01-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1225.0,0.6331
2010-01-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1350.0,0.6977
2010-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,975.0,0.5039
2010-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Retail,UGX,725.0,0.3747
2010-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1225.0,0.6331
2010-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,1707.94,0.8827
2010-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1320.0,0.6822
2010-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1067.77,0.5518
2010-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,647.27,0.3345
2010-01-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,551.82,0.2852
2010-01-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1000.0,0.5168
2010-01-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1200.0,0.6202
2010-01-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1200.0,0.6202
2010-01-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1300.0,0.6718
2010-01-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,776.92,0.4015
2010-01-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Retail,UGX,700.0,0.3618
2010-01-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1725.0,0.8915
2010-01-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Retail,UGX,1323.08,0.6838
2010-01-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1150.0,0.5943
2010-01-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1325.0,0.6848
